"file_name","sha256","size_bytes","width","height","annotation_count","source_url","license_name","license_url","source_asset_id","scene_id","vehicle_id","sequence_id"
"commons_101805120.jpg","2029CDA6464284A916D9E21C6F659F8A36C9AB48EE04BC36074BFB8F09383915","328434","1600","1067","0","","","","","","",""
"commons_105139955.jpg","DA50E1A3392D3714D8BFBC3DBC55A47EC9A940BD7D34459F450C3ED47A082377","332067","1600","1063","7","","","","","","",""
"commons_105139982.jpg","24EC0AE3C2E5DA1ADF517A5F37F284234D4FAE35CA9AB6B7CC4A15963DA1836D","537498","1600","1063","6","","","","","","",""
"commons_105160340.jpg","D3A26D834B3DC668E3BF0AB50AD137BF58E60CF19BFCDAEBBEAA63AE56634E35","772862","1600","1067","17","","","","","","",""
"commons_105160341.jpg","982C333AC144A24332D254934148E56F8DF47A6EEA96B371516B3DB79C5CDA54","502938","1600","1067","14","","","","","","",""
"commons_107655405.jpg","7951A5EE8305B06857D298EE85029CD8E86CBE578450ABC76490C0EC29551527","358681","1600","1067","14","","","","","","",""
"commons_108061759.jpg","D19A439AD2081EA746D890D06F72268987325AD1B7719EE6E57533ED4E353611","548494","1600","900","25","","","","","","",""
"commons_10891302.jpg","B2AD546030603EDEDF17D16F97E1EC334E60EE4DE41C5A98BD74B76BD43DB4C9","235430","1600","1063","11","","","","","","",""
"commons_111156378.jpg","46FEA4BA6A7D97BE582F35D1454462746BDE65A36CCC0E1642F6FFF6A21BC7F2","522736","1600","1200","7","","","","","","",""
"commons_111156379.jpg","8D913519703DE9AEF5DB4C43C2BB95DC7AA2E73F8D9E97A7714938A53A8CE1D4","484352","1600","1200","7","","","","","","",""
"commons_111156397.jpg","DF67AD1D5DC93A2A5CD1C103207C25F3CBA94E1857003A8A34EB998FA70DC034","498569","1600","1200","10","","","","","","",""
"commons_111156398.jpg","67517372ACF8C8125F9A11DFB5D7BCC680C17B61D725E7503A55B402E3030547","491900","1600","1200","13","","","","","","",""
"commons_111156402.jpg","FA057F98BDDFA3B1409785BD180D21082C02BB5B197AD5ACAF6DF5BB507019F1","542841","1600","1200","21","","","","","","",""
"commons_111156405.jpg","9D87783A3940F5C5B014104E0CA887A57B9D23DC4F3F89F014DBB43B2DB595AC","562843","1600","1067","15","","","","","","",""
"commons_111156409.jpg","C598671AA099B471C4729615967FA6D52C7E0151FB7D00AB5D2615C5666D261E","466471","1600","1200","8","","","","","","",""
"commons_111314686.jpg","C5BEECC4DFE0EB4B15D9BF0F7A7E8C75A46E8529A580985095CC8F27209268A9","463179","1600","1200","5","","","","","","",""
"commons_111314687.jpg","5D3839EF84AED27C168171B91B5904679E854945A7CF82606135BFF62756ABF4","508814","1600","1200","5","","","","","","",""
"commons_115859539.jpg","6B0A37D528B0E9AEFCBAEAC2EAD89B030621773F5BDFEB179F8C518C86423E55","391854","1600","1200","3","","","","","","",""
"commons_116019413.jpg","D64997DD1F2F5BFC590C0FDC4E41FA841898DB895DA8B752EF0D8B2450DD0AFD","586647","1600","1067","13","","","","","","",""
"commons_116019587.jpg","8636DD6BE4918F425197A2F2C4D633142C39DF05428FEB9E85E3E06D89F7370D","432229","1600","1067","6","","","","","","",""
"commons_116019772.jpg","3F45E751FA9E62EE072E13AF48407EC70E2A6C85896CEE376A2D5A82CA04A086","688200","1600","1067","9","","","","","","",""
"commons_116020366.jpg","FF51EB5A4058C984773600A68A4AB5A7895E91B8824FD18BA53D77BBFE3B11EA","577153","1600","1067","7","","","","","","",""
"commons_116105274.jpg","E535ACEC70BFFB61DB573123AC581A1A5E26C9A99B60DFE5085C7F0AAC5AF64F","368333","1600","1067","10","","","","","","",""
"commons_116105961.jpg","EC9D21EF51C0EAB3061FC9AD64006F5FB05B22D351759614E51561CC705B39FC","356212","1600","1067","8","","","","","","",""
"commons_116298354.png","A0DA930528C4F0A6807969FA1A025EB84D86B3F36B35E66A6C3E3E3F103EC0CA","1458404","1600","900","8","","","","","","",""
"commons_116298356.png","4E51E39B5FADC22E95EB9DBFC549A03B5C1BE4A195E5D5252C2244AAF44FD916","2015338","1600","900","4","","","","","","",""
"commons_116331332.jpg","3C7680FD3AB95920624140FC77C2DE6003489DA00C8B96F48C31AB14C06C1C6D","346951","1600","1200","1","","","","","","",""
"commons_116331334.jpg","D5849E89C8DED5223D2298373D7B6FFCAE585B931244A9ACE6591A7081D0DBB4","958693","1600","2133","1","","","","","","",""
"commons_116331335.jpg","7C6C14592F0911D9C44BB4CBC36F33BABC4A1EB11C8713913EC457E9584AA19A","580839","1600","1215","4","","","","","","",""
"commons_116486227.jpg","F40994C315C4BEE911A32D9A88EEB76697986FD66292F48882596C378FFFD592","547023","1600","1200","0","","","","","","",""
"commons_116486231.jpg","7855BEBC8D0488F38CBE416C3502DD5A669DADD1349451BECF92B9E48E9946D9","780603","1600","2133","2","","","","","","",""
"commons_116486232.jpg","F8CE490E851229B80D5D353C77D6B62C251F017186975802BF434D4C93FC87E9","730195","1600","2133","5","","","","","","",""
"commons_116486236.jpg","BACEC9FA75C10A7CD25D85166E5E51127006321BFC9F24539ABDB5BAC6DC210C","712299","1600","2133","2","","","","","","",""
"commons_116762940.jpg","388261ED88C17F39D627C43292D259CC4085CD62DD9AD72E904787DEFA590D51","403228","1600","1067","7","","","","","","",""
"commons_116942562.jpg","42E8156520EE51F7034A3C995DBF0707F35C6321A645027587453562C216A7CD","467578","1600","1200","8","","","","","","",""
"commons_116942563.jpg","D9681A6A5E00746EEDA682E048E000FD0450C7D9A6ABE5CE9C3551029C2959C2","427676","1600","1200","7","","","","","","",""
"commons_116943712.jpg","59EA2C9168DEA7DFBF0D8EB7838E810A76E257635B3D1D3AAF95F8FB39E3414D","515265","1600","1067","8","","","","","","",""
"commons_117140369.jpg","33B68E0E57C366C94B5E5A05F97B9E69B542E30F73FA8EB4E522948AFE6F342D","335338","1600","1054","8","","","","","","",""
"commons_118445741.jpg","4B9DA8701676BE7B8B72AE3F6233318EA3C4F6D1EC7ECB4080551CC08DAF5D72","545358","1600","1067","5","","","","","","",""
"commons_118445750.jpg","4280A88CA755EF2998E3DB38B3F3F448D78B3B8968B8840DCDDF72191F56FD46","524221","1600","1067","3","","","","","","",""
"commons_118445752.jpg","163BF7EF54F838F718E16B0931C11837B95CD1DEF4843F884026B6048A623253","603942","1600","1067","5","","","","","","",""
"commons_122203760.jpg","F03852801113B1A013E2E3E10C21D9E2DDAA3DCF7AC2B97B0F6C840E715851E2","446239","1600","900","4","","","","","","",""
"commons_122545082.jpg","F250243BA86833F53A889B2901B36E19BD9940620EB5A6E59A6B34643121E5CB","570918","1600","2297","3","","","","","","",""
"commons_122545378.jpg","52D953CF192421EDCF70250FD4CEBA486A678DA99EF2FB9A254FB26D916A7D4A","304038","1600","1063","8","","","","","","",""
"commons_122578921.jpg","03BCBAC06D1038941C6C74689EA9A57956E162A2FA11039332FD34B145D2AC74","342975","1600","1067","5","","","","","","",""
"commons_122970473.jpg","BF6E40539F010F03B7A68BC25533586493206B0AC795DEC11A8E59D38400202B","439069","1600","1067","7","","","","","","",""
"commons_123011357.jpg","0AA7D898B28159D460FBEFF694BBE59C395EEDA3395C713BAF735A92BBA087F6","379570","1600","1067","5","","","","","","",""
"commons_123058182.jpg","B84B4787838A3D7991BDB0ECD53D6B90487C10542FEB69884CC31C713812D812","888009","1600","2133","3","","","","","","",""
"commons_12528763.jpg","4FF3FDEEAC5AD7BC7C3752CD25509C2A50ACF90D8CD712BBF526909E2C86CB43","723303","1600","1050","6","","","","","","",""
"commons_12536215.jpg","165B22EE78088D1ACBEF9BF9756BD25D4807AC6BBC0D3B7D913B64E582C7A66E","474400","1600","1050","15","","","","","","",""
"commons_126400524.jpg","42D9824EE0BE4E2E521B8BEE0231FD85A971E66751D457F0C7AE8DA33F7E2318","184633","1600","1067","0","","","","","","",""
"commons_126400525.jpg","AE4E3E4506CBA843F916FA823DF8F451823E38498D32CECBE7D867AA10D4B30F","224614","1600","1067","5","","","","","","",""
"commons_126408548.jpg","7FED12A8247E73DE0BF9EBF51B9E027587EB838DDC89F5296ABAF98206FDCBB8","628354","1600","1066","5","","","","","","",""
"commons_126408549.jpg","905FD5CAA11E670C0D913BAB359C06FD4371ED9E9E53375ABF49A97829D06706","465917","1600","1066","1","","","","","","",""
"commons_130651475.jpg","9970B955C2C092B580236944FB9F786166A13D49C7543A15D687FFDE4BC11D3C","390873","1600","1200","1","","","","","","",""
"commons_132626622.jpg","5F1FA819ECBEEFB92E06B583BB1065763438BFDB054AEF49296B275A7D6C35FE","383694","1600","1234","6","","","","","","",""
"commons_148211029.jpg","6618BD174B626234C0C1E58D118400CD980D372EFE6C94BA258E48C78DB0E23B","582212","1600","986","9","","","","","","",""
"commons_148660381.jpg","50A862B49793D00C725C8C47F59221BB9192D6E6F948B851C7B638E857264BC6","460835","1600","1318","7","","","","","","",""
"commons_157132927.jpg","B54C2CD20BD5F166B203894D2ECDE2CF96F8ABFF6B740628C28B64EB025E066E","463696","1600","1067","6","","","","","","",""
"commons_157132955.jpg","44BD28C148A2DF70CEAE81BD9795790519D596A1AB27BA166B40A50DD28D15B8","525452","1600","1067","6","","","","","","",""
"commons_157372703.jpg","A7ABDBC55C753EC46B01575480D161A6437B305910F4D53D9F5B31BA941A5C50","400189","1600","1067","6","","","","","","",""
"commons_157807922.jpg","7D0A00962219B63168B9BE67A94978348D81DBAA8DB2C16E7046582B59B8BFFD","263906","1600","902","2","","","","","","",""
"commons_157807955.jpg","88DDBD6E572B418121EAE227E0EC166504260E887A5A88C0D1865FA53A10C051","265687","1600","1067","2","","","","","","",""
"commons_157808141.jpg","FFF9022C0F914F04CB1C197056AD879655913F2F3DD52109E59DC3D18463C21A","623637","1600","1067","5","","","","","","",""
"commons_157808159.jpg","4868BDB364B867E2C887289D51F874FDA2FC8B34FC399D32913B894074869B81","439160","1600","1067","2","","","","","","",""
"commons_157808472.jpg","AE882214FC6F1B85743FC1A4ADCE58EBF11E7B7F6D9711845DEA051420B47E10","673554","1600","1259","6","","","","","","",""
"commons_157812965.jpg","DE2AA10E14E87865F62523F992593F98710FBB47A4E391F1B6F31AC485016D6F","498591","1600","1067","9","","","","","","",""
"commons_157812973.jpg","58CCB653800FA0059486161A7F11F69E2B3812DD62AC6B7E74F1FE87955FB3D3","444433","1600","1067","5","","","","","","",""
"commons_157821756.jpg","CFE6EDABD9FFBFA9389102DC2CDCAC468AAE2338BFA022F10D2CBF6BB321C038","223649","1600","1067","1","","","","","","",""
"commons_161850548.jpg","237FC8DEAC1DA971324FF81BE6FC2E9D615D6B6E4A8FD9E39B83AFDE80D787DC","776463","1600","1200","7","","","","","","",""
"commons_161989600.jpg","9824367B389B94E2FEBC9477B79645D78951821EC5EB8C84413EC8282FB4ED8C","717699","1600","1200","8","","","","","","",""
"commons_161989601.jpg","B17D06B2930D5EDD348ADFA8FF0E53CEA433D139F3C7A0BD352C732146792E39","634887","1600","1200","12","","","","","","",""
"commons_166728945.jpg","9F51EB7B2E1C6055EA6952B7155C83D071103AC3BA5F4C368C7BC8DC5AB2649C","510200","1600","1000","7","","","","","","",""
"commons_170307069.jpg","7ECEF05FE9403895E5A8BA9E81073881B86C3130BCB3FBBBEB5CC9BAC2F05EB4","444792","1600","1066","5","","","","","","",""
"commons_17879383.jpg","9B8221A26D38C59084BA3E67FAB2851F6C9E64E82028D5E70501855126D98862","359302","1600","1200","6","","","","","","",""
"commons_184005053.jpg","A50C15A3E46F800D6A972A68D14193918CDFF2DC1677DDD28943B9C09FCCFD8D","540809","1600","1447","8","","","","","","",""
"commons_191018914.jpg","E6BCE2921A10375EF903A8A8E05307DE6C0DAAEA4CC8E432B7F53FC858C10C81","326192","1600","1067","27","","","","","","",""
"commons_196256603.jpg","602D9537969293DE685719E727CFB4DC46E5C8D217A8573F91F04E9F6D025998","627940","1600","1066","3","","","","","","",""
"commons_20727414.jpg","3961A7B61E962E059CECE57D445FF013496AA6C59B6F18032880366AC8DF0986","492633","1600","1079","12","","","","","","",""
"commons_21426040.jpg","E238B5BE9C8416F1D1AF9D18CBEB4EBEC05DC913CE0E230B8D3DD45814D86B81","338747","1600","1004","5","","","","","","",""
"commons_21430559.jpg","42C673ECCD23D58732449EB8A505EA792A22E4BE2130555B3FC286BAB68A74F7","357296","1600","956","12","","","","","","",""
"commons_21493525.jpg","B2460B594F5D4B9642599633B69606551D229EC3144AA1A6B54304B7850E8C3E","296762","1600","965","4","","","","","","",""
"commons_23003511.jpg","B87619E952F6DDD032B5ECF43FAE55D68F852F6BF87789161F5A177A4D1E2A1A","479488","1600","1128","19","","","","","","",""
"commons_23107450.jpg","BAEF7F2F54FF6209B029D54CB5E0DF47A4B687D33E19263764E43C4BA010AE49","393459","1600","846","25","","","","","","",""
"commons_24022862.jpg","9FFE759BBD1FE267A3FADFEBE10C0879832023FC83FD78B9B558B6AA33BF37BF","515301","1600","1063","4","","","","","","",""
"commons_25392180.jpg","A85DF500A87D8819CEDE56FDA6E9B02CA3A8CA636C392A4F577E6FA7C4399CA8","983625","1600","2257","14","","","","","","",""
"commons_25395807.jpg","C15172C4B1AA23720096270D6958888F29AB194DFE27657B0ED720FAA2E6F081","403701","1600","855","29","","","","","","",""
"commons_27232677.jpg","B1EC19AAD09B2F3FE4C0460B18E6D382949DA6819FD241BE8B63509389CB4019","429818","1600","1113","36","","","","","","",""
"commons_34939104.jpg","0AFC567CAF24058D3AEA82E71297E89A69A61E981F0073FAA35518B7C265A01E","444380","1600","1200","8","","","","","","",""
"commons_34939407.jpg","F87203F878A360FA978E50FC9DFC369BF2DAADD7D65A17BAF4BEDA8BDE6B1B3F","345091","1600","1200","6","","","","","","",""
"commons_34939409.jpg","F78DBE4AB4DB88288E72597237D58DA1C4F0B683B728D88ED919F364545F3790","404867","1600","1200","8","","","","","","",""
"commons_36630032.jpg","180AD32492B8F5044856C0BB21512F38CD6711278393DFDF595FEE22B083E4F6","555952","1600","1109","9","","","","","","",""
"commons_39122639.jpg","1747CADD9A0C9325A531991F1D8292ABE3E9DF260220130F491EA25F5368F0D8","464200","1600","1067","9","","","","","","",""
"commons_39270341.jpg","EB1438129C2321CE1551B7F8D68F0351A6CDD96102590F10B7EF56E478E0D52D","425288","1600","1060","3","","","","","","",""
"commons_39270343.jpg","86ACD84DA80FC50E69007A46A8187EBE870ABBFE558EF56D1F35C8D6AD91CA7D","453808","1600","1060","20","","","","","","",""
"commons_39639241.jpg","471DFCC2435A5D4C48E8F040A88A2042F7E682614B212F23FB9FD691E4F03843","284144","1600","1067","5","","","","","","",""
